,상가업소번호,상호명,상권업종대분류명,상권업종소분류명,지번주소,도로명주소
2919,MA010120220806624633,브이앤,과학·기술,경영 컨설팅업,세종특별자치시 세종특별자치시 어진동 657,세종특별자치시 세종특별자치시 가름로 232
2920,MA010120220806625417,링키영어영어교습소,교육,외국어학원,세종특별자치시 세종특별자치시 조치원읍 죽림리 114-1,세종특별자치시 세종특별자치시 조치원읍 세종로 2282
2921,MA010120220806656996,범스케밥,음식,기타 서양식 음식점,세종특별자치시 세종특별자치시 나성동 730,세종특별자치시 세종특별자치시 한누리대로 321
2922,MA010120220806655525,세종더뮤직트리음악학원,교육,음악학원,세종특별자치시 세종특별자치시 소담동 582,세종특별자치시 세종특별자치시 소담1로 12
2923,MA010120220806653084,더네일,수리·개인,네일숍,세종특별자치시 세종특별자치시 나성동 746,세종특별자치시 세종특별자치시 한누리대로 249
2924,MA010120220806654370,파인드파인,소매,반찬/식료품 소매업,세종특별자치시 세종특별자치시 어진동 657,세종특별자치시 세종특별자치시 가름로 232
2925,MA010120220806656513,한중행정사사무소,과학·기술,행정사,세종특별자치시 세종특별자치시 보람동 744,세종특별자치시 세종특별자치시 한누리대로 2129
2926,MA010120220806656908,핸썸가이,수리·개인,미용실,세종특별자치시 세종특별자치시 고운동 1379,세종특별자치시 세종특별자치시 마음로 272-22
2927,MA010120220806653880,워시엔조이셀프빨래방,수리·개인,셀프 빨래방,세종특별자치시 세종특별자치시 고운동 1731,세종특별자치시 세종특별자치시 마음로 49
2928,MA010120220806651649,굽네치킨한솔새롬점,음식,치킨,세종특별자치시 세종특별자치시 새롬동 574,세종특별자치시 세종특별자치시 새롬중앙로 34
2929,MA010120220806655076,위드에스,과학·기술,광고물 설계/제작업,세종특별자치시 세종특별자치시 집현동 726,세종특별자치시 세종특별자치시 집현중앙7로 6
2930,MA010120220806653288,계룡식당,음식,백반/한정식,세종특별자치시 세종특별자치시 조치원읍 원리 4-6,세종특별자치시 세종특별자치시 조치원읍 조치원로 30-8
2931,MA010120220806656104,반디인하우스앤큐릭스세종,수리·개인,네일숍,세종특별자치시 세종특별자치시 보람동 738,세종특별자치시 세종특별자치시 남세종로 480
2932,MA010120220806650375,킴스휘트니스클리닉,예술·스포츠,헬스장,세종특별자치시 세종특별자치시 아름동 1362,세종특별자치시 세종특별자치시 보듬3로 91
2933,MA010120220806650429,홍꼬왕짬뽕,음식,중국집,세종특별자치시 세종특별자치시 부강면 부강리 136-8,세종특별자치시 세종특별자치시 부강면 청연로 31
2934,MA010120220806648834,엔서스컴퍼니,과학·기술,광고 대행업,세종특별자치시 세종특별자치시 나성동 758,세종특별자치시 세종특별자치시 한누리대로 312
2935,MA010120220806648370,블루샥커피세종,음식,카페,세종특별자치시 세종특별자치시 반곡동 771-87,세종특별자치시 세종특별자치시 국책연구원3로 6
2936,MA010120220806645567,입시·교과학원,교육,입시·교과학원,세종특별자치시 세종특별자치시 다정동 960,세종특별자치시 세종특별자치시 다정남로 22
2937,MA010120220806647216,비비,음식,카페,세종특별자치시 세종특별자치시 어진동 610,세종특별자치시 세종특별자치시 도움8로 91
2938,MA010120220806643676,조은안전,소매,기타 의류 소매업,세종특별자치시 세종특별자치시 대평동 668,세종특별자치시 세종특별자치시 한누리대로 2236
2939,MA010120220806676162,셀픽스세종나성,음식,요리 주점,세종특별자치시 세종특별자치시 나성동 795,세종특별자치시 세종특별자치시 나성로 125-16
2940,MA010120220806671014,더블유비,음식,카페,세종특별자치시 세종특별자치시 반곡동 65-10,세종특별자치시 세종특별자치시 시청대로 580
2941,MA010120220806671974,대명벨리온민채부동산공인중개사사무소,부동산,부동산 중개/대리업,세종특별자치시 세종특별자치시 집현동 726,세종특별자치시 세종특별자치시 집현중앙7로 6
2942,MA010120220806667744,정담한약국,소매,약국,세종특별자치시 세종특별자치시 고운동 2112,세종특별자치시 세종특별자치시 마음안1로 137
2943,MA010120220806668565,카라헤어,수리·개인,미용실,세종특별자치시 세종특별자치시 고운동 1716,세종특별자치시 세종특별자치시 고운서길 20
2944,MA010120220806665806,실미도샤수학학원,교육,입시·교과학원,세종특별자치시 세종특별자치시 아름동 1296,세종특별자치시 세종특별자치시 보듬3로 100
2945,MA010120220806667655,브레드마마,음식,빵/도넛,세종특별자치시 세종특별자치시 소담동 543,세종특별자치시 세종특별자치시 한누리대로 2018
2946,MA010120220806667566,YJ솔루션,소매,컴퓨터/소프트웨어 소매업,세종특별자치시 세종특별자치시 어진동 671,세종특별자치시 세종특별자치시 갈매로 351
2947,MA010120220806668145,놀이터코인노래연습장,예술·스포츠,노래방,세종특별자치시 세종특별자치시 장군면 금암리 259-1,세종특별자치시 세종특별자치시 장군면 대학길 118-1
2948,MA010120220806664299,세음,부동산,부동산 중개/대리업,세종특별자치시 세종특별자치시 나성동 713,세종특별자치시 세종특별자치시 한누리대로 207
2949,MA010120220806661826,러브레터영,음식,백반/한정식,세종특별자치시 세종특별자치시 장군면 금암리 226-1,세종특별자치시 세종특별자치시 장군면 대학길 196
2950,MA010120220806662213,3S스팀세차,수리·개인,자동차 세차장,세종특별자치시 세종특별자치시 종촌동 652,세종특별자치시 세종특별자치시 달빛로 80
2951,MA010120220806664115,커피&토스트,음식,피자,세종특별자치시 세종특별자치시 조치원읍 상리 84-4,세종특별자치시 세종특별자치시 조치원읍 터미널안길 63
2952,MA010120220806659059,안정문헤어카페,수리·개인,미용실,세종특별자치시 세종특별자치시 조치원읍 침산리 278-9,세종특별자치시 세종특별자치시 조치원읍 문화길 13
2953,MA010120220806657218,프래밀리,음식,빵/도넛,세종특별자치시 세종특별자치시 반곡동 35-5,세종특별자치시 세종특별자치시 반곡로 14
2954,MA010120220806657428,아마르뷰티스튜디오,교육,기타 기술/직업 훈련학원,세종특별자치시 세종특별자치시 나성동 356-1,세종특별자치시 세종특별자치시 나성북로 47
2955,MA010120220806657727,솔헤어,수리·개인,미용실,세종특별자치시 세종특별자치시 금남면 용포리 190-16,세종특별자치시 세종특별자치시 금남면 대평시장1길 8
2956,MA010120220806657356,투썸플레이스세종고운힐데스점,음식,카페,세종특별자치시 세종특별자치시 고운동 1810,세종특별자치시 세종특별자치시 만남로 21
2957,MA010120220806662664,월드게임랜드,예술·스포츠,전자 게임장,세종특별자치시 세종특별자치시 금남면 용포리 205-7,세종특별자치시 세종특별자치시 금남면 용포로 96
2958,MA010120220806686789,세종종합관리,시설관리·임대,"소독, 구충 및 방제 서비스업",세종특별자치시 세종특별자치시 조치원읍 서창리 188-4,세종특별자치시 세종특별자치시 조치원읍 내창3길 19
2959,MA010120220806688070,이정덕색소폰아카데미,교육,기타 예술/스포츠 교육기관,세종특별자치시 세종특별자치시 금남면 용포리 146-4,세종특별자치시 세종특별자치시 금남면 용포느티나무길 21
2960,MA010120220806688088,아이스왕국리더스포레점,소매,슈퍼마켓,세종특별자치시 세종특별자치시 나성동 263,세종특별자치시 세종특별자치시 중앙공원서로 10
2961,MA010120220806686137,수국,교육,입시·교과학원,세종특별자치시 세종특별자치시 조치원읍 신안리 389-8,세종특별자치시 세종특별자치시 조치원읍 섭골길 20
2962,MA010120220806687368,한잔해,음식,요리 주점,세종특별자치시 세종특별자치시 조치원읍 정리 72-5,세종특별자치시 세종특별자치시 조치원읍 조치원4길 35
2963,MA010120220806684774,세종이에스지,과학·기술,환경 관련 엔지니어링 서비스업,세종특별자치시 세종특별자치시 집현동 726,세종특별자치시 세종특별자치시 집현중앙7로 6
2964,MA010120220806682313,바정상회담,음식,백반/한정식,세종특별자치시 세종특별자치시 아름동 1310,세종특별자치시 세종특별자치시 세종로 1234-12
2965,MA010120220806681141,갈비만,음식,돼지고기 구이/찜,세종특별자치시 세종특별자치시 고운동 2094,세종특별자치시 세종특별자치시 세종로 1219
2966,MA010120220806685071,세종안전보건기술원,과학·기술,건물 및 토목 엔지니어링 서비스업,세종특별자치시 세종특별자치시 반곡동 771-68,세종특별자치시 세종특별자치시 한누리대로 1952
2967,MA010120220806678011,오렌지공인중개사사무소,부동산,부동산 중개/대리업,세종특별자치시 세종특별자치시 대평동 671,세종특별자치시 세종특별자치시 대평로 87
2968,MA010120220806679006,수와별,소매,애완동물/애완용품 소매업,세종특별자치시 세종특별자치시 나성동 792,세종특별자치시 세종특별자치시 나성로 133-9
2969,MA010120220806676580,세븐일레븐세종침산대로점,소매,편의점,세종특별자치시 세종특별자치시 조치원읍 침산리 145-47,세종특별자치시 세종특별자치시 조치원읍 충현로 137-1
2970,MA010120220806673782,시스터꼬마김밥,음식,김밥/만두/분식,세종특별자치시 세종특별자치시 조치원읍 신안리 341-3,세종특별자치시 세종특별자치시 조치원읍 섭골길 90
2971,MA010120220806673465,본가왕뼈감자탕,음식,국/탕/찌개류,세종특별자치시 세종특별자치시 보람동 747,세종특별자치시 세종특별자치시 호려울로 29
2972,MA010120220806674211,썸머커피라운지,음식,카페,세종특별자치시 세종특별자치시 나성동 745,세종특별자치시 세종특별자치시 한누리대로 253
2973,MA010120220806703829,복권판매점,소매,담배/전자담배 소매업,세종특별자치시 세종특별자치시 대평동 677,세종특별자치시 세종특별자치시 대평로 75
2974,MA010120220806704280,노랑통닭세종대평점,음식,치킨,세종특별자치시 세종특별자치시 대평동 676,세종특별자치시 세종특별자치시 대평3길 10
2975,MA010120220806702653,명가감자탕,음식,국/탕/찌개류,세종특별자치시 세종특별자치시 어진동 547,세종특별자치시 세종특별자치시 절재로 194
2976,MA010120220806705533,비오케이아트,소매,예술품 소매업,세종특별자치시 세종특별자치시 반곡동 산101,세종특별자치시 세종특별자치시 국책연구원3로 12
2977,MA010120220806702746,나이브,음식,김밥/만두/분식,세종특별자치시 세종특별자치시 조치원읍 서창리 155-2,세종특별자치시 세종특별자치시 조치원읍 내창2길 13-3
2978,MA010120220806702969,한솥도시락세종아름점,음식,백반/한정식,세종특별자치시 세종특별자치시 아름동 1296,세종특별자치시 세종특별자치시 보듬3로 100
2979,MA010120220806698382,육회바른연어세종,음식,소고기 구이/찜,세종특별자치시 세종특별자치시 어진동 656,세종특별자치시 세종특별자치시 갈매로 364
2980,MA010120220806699473,세탁소,수리·개인,세탁소,세종특별자치시 세종특별자치시 보람동 783,세종특별자치시 세종특별자치시 남세종로 441
2981,MA010120220806699010,GS25다정한신점,소매,편의점,세종특별자치시 세종특별자치시 다정동 916,세종특별자치시 세종특별자치시 다정북로 109
2982,MA010120220806700261,봉구스밥버거고대,음식,김밥/만두/분식,세종특별자치시 세종특별자치시 조치원읍 서창리 174-2,세종특별자치시 세종특별자치시 조치원읍 내창1길 32
2983,MA010120220806701153,신화불날개뚱이네,음식,백반/한정식,세종특별자치시 세종특별자치시 도담동 677,세종특별자치시 세종특별자치시 보듬3로 8-29
2984,MA010120220806698058,보보스헤어,수리·개인,미용실,세종특별자치시 세종특별자치시 종촌동 679,세종특별자치시 세종특별자치시 도움3로 159
2985,MA010120220806695733,리프디엔씨,부동산,부동산 중개/대리업,세종특별자치시 세종특별자치시 나성동 361-16,세종특별자치시 세종특별자치시 나성북1로 23
2986,MA010120220806696098,지엘음학학원,교육,음악학원,세종특별자치시 세종특별자치시 소담동 582,세종특별자치시 세종특별자치시 소담1로 12
2987,MA010120220806694177,택견세종전수관,교육,태권도/무술학원,세종특별자치시 세종특별자치시 고운동 1375,세종특별자치시 세종특별자치시 마음로 272-9
2988,MA010120220806691049,연서셀프세차장,수리·개인,자동차 세차장,세종특별자치시 세종특별자치시 연서면 월하리 777-4,세종특별자치시 세종특별자치시 연서면 도원로 108
2989,MA010120220806691849,이트봄봄,소매,반찬/식료품 소매업,세종특별자치시 세종특별자치시 반곡동 49-14,세종특별자치시 세종특별자치시 한누리대로 1820
2990,MA010120220806691983,본채칼국수,음식,국수/칼국수,세종특별자치시 세종특별자치시 아름동 1333,세종특별자치시 세종특별자치시 아름서1길 23
2991,MA010120220806719835,생생유통,소매,화장품 소매업,세종특별자치시 세종특별자치시 소담동 525,세종특별자치시 세종특별자치시 한누리대로 1962
2992,MA010120220806720784,나무사랑,과학·기술,시각 디자인업,세종특별자치시 세종특별자치시 집현동 726,세종특별자치시 세종특별자치시 집현중앙7로 6
2993,MA010120220806725008,예창,시설관리·임대,조경 유지·관리 서비스업,세종특별자치시 세종특별자치시 장군면 은용리 36-22,세종특별자치시 세종특별자치시 장군면 산학리길 16-2
2994,MA010120220806721349,달콤한청춘,음식,치킨,세종특별자치시 세종특별자치시 조치원읍 신안리 445-4,세종특별자치시 세종특별자치시 조치원읍 섭골길 97
2995,MA010120220806723746,화산샤브,음식,백반/한정식,세종특별자치시 세종특별자치시 나성동 745,세종특별자치시 세종특별자치시 한누리대로 253
2996,MA010120220806718752,공룡닭발,음식,닭/오리고기 구이/찜,세종특별자치시 세종특별자치시 소담동 550,세종특별자치시 세종특별자치시 시청대로 236
2997,MA010120220806721257,이군포차,음식,요리 주점,세종특별자치시 세종특별자치시 나성동 792,세종특별자치시 세종특별자치시 나성로 133-9
2998,MA010120220806716005,소담생선가게,소매,수산물 소매업,세종특별자치시 세종특별자치시 소담동 574,세종특별자치시 세종특별자치시 한누리대로 2003
2999,MA010120220806715976,바른길수학학원,교육,입시·교과학원,세종특별자치시 세종특별자치시 소담동 541,세종특별자치시 세종특별자치시 한누리대로 2016
3000,MA010120220806717532,골드짐,예술·스포츠,헬스장,세종특별자치시 세종특별자치시 보람동 751,세종특별자치시 세종특별자치시 호려울로 51
3001,MA010120220806720956,파리바게뜨,음식,빵/도넛,세종특별자치시 세종특별자치시 고운동 1720,세종특별자치시 세종특별자치시 마음로 70
3002,MA010120220806713828,던킨,음식,빵/도넛,세종특별자치시 세종특별자치시 나성동 727,세종특별자치시 세종특별자치시 한누리대로 331
3003,MA010120220806710321,명작자동차공업사자동차검사소,수리·개인,자동차 정비소,세종특별자치시 세종특별자치시 장군면 은용리 51-2,세종특별자치시 세종특별자치시 장군면 장기초교길 76-13
3004,MA010120220806710504,세종종합주방,소매,주방/가정용품 소매업,세종특별자치시 세종특별자치시 조치원읍 번암리 116-1,세종특별자치시 세종특별자치시 조치원읍 허만석로 40-1
3005,MA010120220806711524,마로니에갤러리,시설관리·임대,의류 대여업,세종특별자치시 세종특별자치시 조치원읍 원리 15-40,세종특별자치시 세종특별자치시 조치원읍 조치원3길 2
3006,MA010120220806713926,조이노래클럽,음식,일반 유흥 주점,세종특별자치시 세종특별자치시 금남면 용포리 135-19,세종특별자치시 세종특별자치시 금남면 용포로 74-1
3007,MA010120220806709808,나성동세사리빙,소매,침구류/커튼 소매업,세종특별자치시 세종특별자치시 나성동 758,세종특별자치시 세종특별자치시 한누리대로 312
3008,MA010120220806707418,아임일리터세종,음식,카페,세종특별자치시 세종특별자치시 종촌동 673,세종특별자치시 세종특별자치시 도움1로 108
3009,MA010120220806708352,행복한약초칼국수,음식,국수/칼국수,세종특별자치시 세종특별자치시 도담동 672,세종특별자치시 세종특별자치시 보듬3로 8-15
3010,MA010120220806735300,아이디파트너스,부동산,부동산 중개/대리업,세종특별자치시 세종특별자치시 나성동 792,세종특별자치시 세종특별자치시 나성로 133-9
3011,MA010120220806737965,일미닭갈비파전,음식,돼지고기 구이/찜,세종특별자치시 세종특별자치시 조치원읍 교리 25-21,세종특별자치시 세종특별자치시 조치원읍 새내11길 6
3012,MA010120220806736069,윤선생아트교실미술학원,교육,미술학원,세종특별자치시 세종특별자치시 종촌동 653,세종특별자치시 세종특별자치시 도움3로 68
3013,MA010120220806740084,우아즈,수리·개인,네일숍,세종특별자치시 세종특별자치시 도담동 653,세종특별자치시 세종특별자치시 보듬4로 9
3014,MA010120220806736087,나무나무스토어,소매,꽃집,세종특별자치시 세종특별자치시 소담동 576,세종특별자치시 세종특별자치시 한누리대로 2009
3015,MA010120220806735633,세종중남부슈퍼마켓사업협동조합,소매,슈퍼마켓,세종특별자치시 세종특별자치시 도담동 858,세종특별자치시 세종특별자치시 보듬2로 42
3016,MA010120220806737333,회동한정식,음식,백반/한정식,세종특별자치시 세종특별자치시 전의면 신방리 93-1,세종특별자치시 세종특별자치시 전의면 오얏고지길 3-7
3017,MA010120220806735923,균명한약국,소매,약국,세종특별자치시 세종특별자치시 아름동 1295,세종특별자치시 세종특별자치시 보듬3로 100
3018,MA010120220806731713,영화,소매,화장품 소매업,세종특별자치시 세종특별자치시 어진동 670,세종특별자치시 세종특별자치시 갈매로 353
3019,MA010120220806731955,시소시소,소매,주방/가정용품 소매업,세종특별자치시 세종특별자치시 도담동 635,세종특별자치시 세종특별자치시 보듬4로 86
3020,MA010120220806732563,김영희동태찜&코다리냉면,음식,백반/한정식,세종특별자치시 세종특별자치시 도담동 668,세종특별자치시 세종특별자치시 보듬3로 8-5
3021,MA010120220806732761,큰맘할매순대국,음식,국/탕/찌개류,세종특별자치시 세종특별자치시 아름동 1335,세종특별자치시 세종특별자치시 보듬3로 143
3022,MA010120220806733514,진평,부동산,부동산 중개/대리업,세종특별자치시 세종특별자치시 조치원읍 번암리 66-43,세종특별자치시 세종특별자치시 조치원읍 평안로 22
3023,MA010120220806734249,서울식당,음식,백반/한정식,세종특별자치시 세종특별자치시 부강면 부강리 443-4,세종특별자치시 세종특별자치시 부강면 부촌길 48
3024,MA010120220806734047,명동칼국수세종,음식,국수/칼국수,세종특별자치시 세종특별자치시 어진동 669,세종특별자치시 세종특별자치시 갈매로 363
3025,MA010120220806726979,서울굿모닝치과의원,보건의료,치과의원,세종특별자치시 세종특별자치시 종촌동 657,세종특별자치시 세종특별자치시 도움3로 105-5
3026,MA010120220806727440,토지전문복댕이부동산,부동산,부동산 중개/대리업,세종특별자치시 세종특별자치시 반곡동 771-68,세종특별자치시 세종특별자치시 한누리대로 1952
3027,MA010120220806727492,해피파워맘,교육,기타 기술/직업 훈련학원,세종특별자치시 세종특별자치시 나성동 768,세종특별자치시 세종특별자치시 한누리대로 234
3028,MA010120220806727166,디자인공감,과학·기술,제품 디자인업,세종특별자치시 세종특별자치시 어진동 670,세종특별자치시 세종특별자치시 갈매로 353
3029,MA010120220806725054,삼성하우징솔루션,소매,가전제품 소매업,세종특별자치시 세종특별자치시 소정면 대곡리 460,세종특별자치시 세종특별자치시 소정면 소정구길 272
3030,MA010120220806722359,NEW하나로축산,소매,정육점,세종특별자치시 세종특별자치시 종촌동 657,세종특별자치시 세종특별자치시 도움3로 105-5
3031,MA010120220806722739,이정민헤어,수리·개인,미용실,세종특별자치시 세종특별자치시 조치원읍 원리 15-19,세종특별자치시 세종특별자치시 조치원읍 조치원5길 7
3032,MA010120220806750657,청바지,소매,기타 의류 소매업,세종특별자치시 세종특별자치시 도담동 664,세종특별자치시 세종특별자치시 보듬3로 8-12
3033,MA010120220806752816,연와종,음식,경양식,세종특별자치시 세종특별자치시 나성동 809,세종특별자치시 세종특별자치시 나성북로 30
3034,MA010120220806753523,니즈인,소매,서점,세종특별자치시 세종특별자치시 소담동 555,세종특별자치시 세종특별자치시 법원2로 18
3035,MA010120220806751636,늘봄약국,소매,약국,세종특별자치시 세종특별자치시 소담동 540,세종특별자치시 세종특별자치시 한누리대로 2012
3036,MA010120220806753324,백채김치찌개세종나성점,음식,백반/한정식,세종특별자치시 세종특별자치시 나성동 763,세종특별자치시 세종특별자치시 한누리대로 292
3037,MA010120220806750974,투브로우즈,수리·개인,피부 관리실,세종특별자치시 세종특별자치시 조치원읍 정리 87-11,세종특별자치시 세종특별자치시 조치원읍 새내8길 5
3038,MA010120220806750006,오거리상회,소매,슈퍼마켓,세종특별자치시 세종특별자치시 연서면 부동리 244-8,세종특별자치시 세종특별자치시 연서면 용연로 851
3039,MA010120220806749798,픽미픽미아이스세종,소매,슈퍼마켓,세종특별자치시 세종특별자치시 새롬동 579,세종특별자치시 세종특별자치시 새롬중앙로 62-15
3040,MA010120220806749424,빵촌,음식,빵/도넛,세종특별자치시 세종특별자치시 전의면 읍내리 217-4,세종특별자치시 세종특별자치시 전의면 운주산로 1188-2
3041,MA010120220806743368,원테일러,소매,남성 의류 소매업,세종특별자치시 세종특별자치시 어진동 670,세종특별자치시 세종특별자치시 갈매로 353
3042,MA010120220806744030,쏘크라테스나성점,음식,김밥/만두/분식,세종특별자치시 세종특별자치시 나성동 730,세종특별자치시 세종특별자치시 한누리대로 321
3043,MA010120220806744038,선호당,음식,빵/도넛,세종특별자치시 세종특별자치시 소정면 운당리 27-3,세종특별자치시 세종특별자치시 소정면 세종로 4280
3044,MA010120220806744749,일앤사람,시설관리·임대,임시/일용 인력 공급업,세종특별자치시 세종특별자치시 아름동 816,세종특별자치시 세종특별자치시 세종로 1328
3045,MA010120220806745156,신세계푸드SK트리켐,음식,구내식당,세종특별자치시 세종특별자치시 연동면 내판리 692,세종특별자치시 세종특별자치시 연동면 명학산단로 110-5
3046,MA010120220806745162,대치깊은생각고등1관수학학원,교육,입시·교과학원,세종특별자치시 세종특별자치시 새롬동 574,세종특별자치시 세종특별자치시 새롬중앙로 34
3047,MA010120220806748404,바비수,수리·개인,피부 관리실,세종특별자치시 세종특별자치시 아름동 1290,세종특별자치시 세종특별자치시 보듬3로 104-17
3048,MA010120220806746363,충남부동산공인중개사사무소,부동산,부동산 중개/대리업,세종특별자치시 세종특별자치시 연서면 봉암리 207-2,세종특별자치시 세종특별자치시 연서면 당산로 345
3049,MA010120220806742332,테트리스찜닭,음식,닭/오리고기 구이/찜,세종특별자치시 세종특별자치시 소담동 540,세종특별자치시 세종특별자치시 한누리대로 2012
3050,MA010120220806739911,위치커피연동점,음식,카페,세종특별자치시 세종특별자치시 연동면 내판리 29-28,세종특별자치시 세종특별자치시 연동면 청연로 584
3051,MA010120220806739270,진짜냉면,음식,냉면/밀면,세종특별자치시 세종특별자치시 도담동 653,세종특별자치시 세종특별자치시 보듬4로 9
3052,MA010120220806743536,통불세종,음식,백반/한정식,세종특별자치시 세종특별자치시 조치원읍 침산리 263-4,세종특별자치시 세종특별자치시 조치원읍 행복3길 20
3053,MA010120220806769673,미니스톱천안휴게소점,소매,편의점,세종특별자치시 세종특별자치시 소정면 대곡리 371-6,세종특별자치시 세종특별자치시 소정면 세종로 4726
3054,MA010120220806770919,변호사류제화법률사무소,과학·기술,변호사,세종특별자치시 세종특별자치시 나성동 768,세종특별자치시 세종특별자치시 한누리대로 234
3055,MA010120220806767576,장군씨티공인중개사사무소,부동산,부동산 중개/대리업,세종특별자치시 세종특별자치시 장군면 도계리 174-3,세종특별자치시 세종특별자치시 장군면 장척로 387-5
3056,MA010120220806763811,크린업24세종첫,수리·개인,세탁소,세종특별자치시 세종특별자치시 한솔동 940,세종특별자치시 세종특별자치시 노을3로 19
3057,MA010120220806763729,디시365,소매,슈퍼마켓,세종특별자치시 세종특별자치시 아름동 1292,세종특별자치시 세종특별자치시 보듬3로 92
3058,MA010120220806764987,건축사사무소펄스,과학·기술,건축 설계 및 관련 서비스업,세종특별자치시 세종특별자치시 대평동 680,세종특별자치시 세종특별자치시 대평3길 17
3059,MA010120220806765308,엔투비5분에책1권새롬점,교육,입시·교과학원,세종특별자치시 세종특별자치시 새롬동 574,세종특별자치시 세종특별자치시 새롬중앙로 34
3060,MA010120220806765622,마루한,부동산,부동산 중개/대리업,세종특별자치시 세종특별자치시 어진동 657,세종특별자치시 세종특별자치시 가름로 232
3061,MA010120220806765636,삼화문구몰,소매,문구/회화용품 소매업,세종특별자치시 세종특별자치시 어진동 671,세종특별자치시 세종특별자치시 갈매로 351
3062,MA010120220806760236,파이란체형관리,수리·개인,마사지/안마,세종특별자치시 세종특별자치시 보람동 749,세종특별자치시 세종특별자치시 호려울로 19
3063,MA010120220806760630,가야지원조양평해장국,음식,국/탕/찌개류,세종특별자치시 세종특별자치시 어진동 547,세종특별자치시 세종특별자치시 절재로 194
3064,MA010120220806761498,에스알이발,수리·개인,미용실,세종특별자치시 세종특별자치시 나성동 730,세종특별자치시 세종특별자치시 한누리대로 321
3065,MA010120220806783813,다정원탑공인중개사사무소,부동산,부동산 중개/대리업,세종특별자치시 세종특별자치시 나성동 745,세종특별자치시 세종특별자치시 한누리대로 253
3066,MA010120220806786226,예종발레학원,교육,기타 예술/스포츠 교육기관,세종특별자치시 세종특별자치시 새롬동 579,세종특별자치시 세종특별자치시 새롬중앙로 62-15
3067,MA010120220806784580,허니빈스,음식,치킨,세종특별자치시 세종특별자치시 장군면 봉안리 176-26,세종특별자치시 세종특별자치시 장군면 소미길 17-24
3068,MA010120220806783396,세종벽걸이티비설치,수리·개인,핸드폰/통신장비 수리업,세종특별자치시 세종특별자치시 나성동 784,세종특별자치시 세종특별자치시 나성로 33-6
3069,MA010120220806785124,에코디자인연구소,과학·기술,명함/간판/광고물 제작,세종특별자치시 세종특별자치시 연기면 보통리 392-52,세종특별자치시 세종특별자치시 연기면 공단로 184-28
3070,MA010120220806786124,세종마켓장군,소매,정육점,세종특별자치시 세종특별자치시 장군면 은용리 501-3,세종특별자치시 세종특별자치시 장군면 은용2길 97
3071,MA010120220806783466,세븐일레븐연기,소매,편의점,세종특별자치시 세종특별자치시 금남면 용포리 91-11,세종특별자치시 세종특별자치시 금남면 용포로 53
3072,MA010120220806781569,비와이씨대영도매,소매,기타 의류 소매업,세종특별자치시 세종특별자치시 조치원읍 원리 6-30,세종특별자치시 세종특별자치시 조치원읍 새내10길 13
3073,MA010120220806786862,지엠피,과학·기술,건물 및 토목 엔지니어링 서비스업,세종특별자치시 세종특별자치시 다정동 964,세종특별자치시 세종특별자치시 다정중앙로 19
3074,MA010120220806776637,청도미나리생삼겹살,음식,돼지고기 구이/찜,세종특별자치시 세종특별자치시 보람동 751,세종특별자치시 세종특별자치시 호려울로 51
3075,MA010120220806776302,제이아이팜,소매,꽃집,세종특별자치시 세종특별자치시 보람동 742,세종특별자치시 세종특별자치시 한누리대로 2143
3076,MA010120220806779393,용호공인중개사사무소,부동산,부동산 중개/대리업,세종특별자치시 세종특별자치시 조치원읍 신흥리 300,세종특별자치시 세종특별자치시 조치원읍 신흥샛터길 1
3077,MA010120220806774631,본래순대세종,음식,김밥/만두/분식,세종특별자치시 세종특별자치시 어진동 608,세종특별자치시 세종특별자치시 도움8로 81
3078,MA010120220806771121,하우투클린,시설관리·임대,건축물 일반 청소업,세종특별자치시 세종특별자치시 소정면 대곡리 483-3,세종특별자치시 세종특별자치시 소정면 소정구길 236
3079,MA010120220806778884,진흥공인중개사사무소,부동산,부동산 중개/대리업,세종특별자치시 세종특별자치시 보람동 741,세종특별자치시 세종특별자치시 한누리대로 2149
3080,MA010120220806776057,광진건기,과학·기술,명함/간판/광고물 제작,세종특별자치시 세종특별자치시 금남면 용포리 135-10,세종특별자치시 세종특별자치시 금남면 용포로 77-2
3081,MA010120220806800117,씨엘,음식,카페,세종특별자치시 세종특별자치시 도담동 735,세종특별자치시 세종특별자치시 보듬3로 37
3082,MA010120220806801377,예너스뷰티,수리·개인,피부 관리실,세종특별자치시 세종특별자치시 어진동 548,세종특별자치시 세종특별자치시 한누리대로 496
3083,MA010120220806807417,세종예술문화연구소,과학·기술,시각 디자인업,세종특별자치시 세종특별자치시 고운동 1721,세종특별자치시 세종특별자치시 고운서길 7
3084,MA010120220806802912,계원용담,음식,카페,세종특별자치시 세종특별자치시 금남면 용담리 267-3,세종특별자치시 세종특별자치시 금남면 안금로 257
3085,MA010120220806804666,우리모두,소매,운동용품 소매업,세종특별자치시 세종특별자치시 고운동 895-30,세종특별자치시 세종특별자치시 고운마을3길 9
3086,MA010120220806796143,골드마트정육코너,소매,정육점,세종특별자치시 세종특별자치시 소담동 529,세종특별자치시 세종특별자치시 한누리대로 1974
3087,MA010120220806802620,가나기획,과학·기술,명함/간판/광고물 제작,세종특별자치시 세종특별자치시 장군면 평기리 153-3,세종특별자치시 세종특별자치시 장군면 평기길 172-17
